gid_1,country,perc_used_internet_past12months_wght_age_15_to_49_wom,perc_used_internet_past12months_wght_age_15_to_49_fm_ratio,hdi_national,gdi_national,subnational_gdi,subnational_hdi_females,subnational_hdi_males,nl_mean_zscore,pop_density_zscore,fb_pntr_18p_female,fb_pntr_18p_male
GHA8_2,Ghana,0.9072542980841212,NA,0.585,0.906,0.827,0.465,0.562,-0.2484240269647885,-0.24469206465733537,0.101477641748259,0.263639233310386
GHA9_2,Ghana,0.8967071140079319,NA,0.585,0.906,0.827,0.465,0.562,-0.2367819910182591,-0.23548701028807184,0.129680486512021,0.334128775785052
GHA10_2,Ghana,0.840267334589925,NA,0.585,0.906,0.855,0.545,0.638,-0.2529242036295182,-0.2446765475684941,0.0382196061426187,0.0869081728400285
GHA11_2,Ghana,0.8706252646571361,NA,0.585,0.906,0.827,0.465,0.562,-0.26387221240671943,-0.2866492738405705,0.101477641748259,0.263639233310386
GHA12_2,Ghana,0.811566392282347,NA,0.585,0.906,0.836,0.493,0.589,-0.22184742021908077,-0.18728833871228112,0.0487021523336744,0.123507268645698
GHA13_2,Ghana,0.7926640213202409,NA,0.585,0.906,0.836,0.484,0.579,-0.2475231051758295,-0.26446322937738337,0.0389465510408526,0.128527715984645
GHA14_2,Ghana,0.961577858967632,NA,0.585,0.906,0.855,0.545,0.638,-0.1640833307469972,-0.13152279625520405,0.0388540001174025,0.095554797630211
GHA15_2,Ghana,0.85343940092261406,NA,0.585,0.906,0.864,0.575,0.665,-0.18511552969070044,-0.1808276821616639,0.0907762668908049,0.188825987729447
GHA16_2,Ghana,0.9313888043246108,NA,0.585,0.906,0.864,0.575,0.665,-0.24523977864463484,-0.23388372721853615,0.0404550054009193,0.102184886337811
GIN.1_1,Guinea,0.125771473564018,0.418137203394005,0.464,0.825,0.837,0.396,0.473,-0.2609200212595354,-0.272096137386181,0.0550270779605493,0.112450383804768
GIN.2_1,Guinea,0.455860773214288,0.729006059357439,0.464,0.825,0.903,0.615,0.681,0.8526359574751226,3.378295601789735,1,1
GIN.3_1,Guinea,0.0510665195408662,0.229175132221256,0.464,0.825,0.796,0.354,0.445,-0.26911605728979454,-0.27659426375152457,0.0406188714082443,0.103269664607287
GIN.4_1,Guinea,0.079654321900879,0.359612899251659,0.464,0.825,0.812,0.344,0.424,-0.2679783445474124,-0.27378437860991295,0.0848685267164156,0.248174462145002
GIN.5_1,Guinea,0.129682907004684,0.442469607281232,0.464,0.825,0.847,0.417,0.492,-0.26042967608712203,-0.2394239906637548,0.0734676771269349,0.152662298415179
GIN.6_1,Guinea,0.125206921211816,0.347340896132558,0.464,0.825,0.87,0.372,0.428,-0.26867310688608137,-0.26200100748070815,0.0860396940993319,0.159085149379574
GIN.7_1,Guinea,0.0868183268036547,0.227876778572433,0.464,0.825,0.865,0.4,0.463,-0.2667769469439718,-0.2647222721031925,0.127227964112422,0.229997243345734
GIN.8_1,Guinea,0.0404726653822036,0.414397268650488,0.464,0.825,0.824,0.403,0.49,-0.26888511672171145,-0.26233310954180533,0.0836454515173579,0.175816992458006
HTI.1_1,Haiti,0.143808197714268,0.591345453597641,0.552,0.917,0.899,0.454,0.505,-0.26044961120311005,-0.09689585688043084,0.114260842713777,0.153967756744095
HTI.2_1,Haiti,0.140120328522989,0.844550740530483,0.552,0.917,0.917,0.478,0.522,-0.2682304627622846,-0.06906583160902612,0.0760640159828137,0.0853863552059278
HTI.3_1,Haiti,0.20802527076741,0.566004903825944,0.552,0.917,0.891,0.471,0.529,-0.26537889890623306,0.04739269859149705,0.140791891304276,0.193323850752243
HTI.4_1,Haiti,0.259604884796237,0.947536987259044,0.552,0.917,0.917,0.478,0.522,-0.26789897200952567,-0.03391373352628698,0.059626059778962,0.0805567001759364
HTI.7_1,Haiti,0.250237732213294,0.693476963037862,0.552,0.917,0.917,0.524,0.572,-0.25884777660410285,0.18197123862839928,0.044071317688818,0.0743490989139571
HTI.5_1,Haiti,0.165865581939327,0.486595599576355,0.552,0.917,0.904,0.492,0.545,-0.255226571797709,-0.08161519501808699,0.130868173555765,0.192620618583744
HTI.6_1,Haiti,0.190161584387335,0.526407814835662,0.552,0.917,0.913,0.503,0.55,-0.26687505835042763,0.03814140754171418,0.08704044914827,0.126028784528961
HTI.8_1,Haiti,0.374419037554471,0.669501775096666,0.552,0.917,0.901,0.534,0.593,-0.21440830008650824,0.5053629286158307,0.21236787954647,0.30165984472118
HTI.10_1,Haiti,0.237468690011984,0.789307518383306,0.552,0.917,0.92,0.499,0.542,-0.2666540071609267,-0.04363720427304109,0.0286321829151131,0.0466476709776691
HTI.9_1,Haiti,0.26038863549879,0.922700064309791,0.552,0.917,0.912,0.486,0.532,-0.2651474301028354,-0.02529273055838289,0.0880413336147761,0.128599260096435
IND.1_1,India,0.342252577262688,0.738038553672547,0.638,0.838,0.899,0.662,0.736,-0.24794837152339932,-0.258167010357476,0.214319073658769,0.412184618189585
IND.2_1,India,0.1975620732896,0.435622218869081,0.638,0.838,0.848,0.572,0.674,-0.1357773544450769,-0.01368535024505566,0.0749517474351532,0.305280777922715
IND.3_1,India,0.549080106832994,0.797255253712642,0.638,0.838,0.864,0.609,0.705,-0.24461237691618704,-0.2666915124074963,0.946007208911683,1
IND.4_1,India,0.266376428741516,0.653825999764079,0.638,0.838,0.862,0.544,0.631,-0.16401351297200692,0.09153984636860588,0.210271516215894,0.449047212139781
IND.5_1,India,0.190473232019159,0.473797272145494,0.638,0.838,0.798,0.499,0.625,0.04606513804682716,0.8706268630762685,0.096557721665755,0.329571840503779
IND.6_1,India,0.686804279281383,0.792782646312731,0.638,0.838,0.898,0.699,0.778,3.8035988823973783,6.468644272241567,0.669945023227595,1
IND.7_1,India,0.255475711007567,0.472100418368753,0.638,0.838,0.84,0.544,0.647,-0.14476363372466888,-0.10998871858820868,0.111755418802885,0.348064875306523
IND.8_1,India,0.31095642957458197,0.481953819228436,0.638,0.838,0.847,0.559,0.66,0.4041151843476497,0.7121210336400926,0.768032470592013,1
IND.9_1,India,0.429670030665748,0.667545852868972,0.638,0.838,0.872,0.608,0.698,1.3375799346737385,2.078593062573939,0.005116753832988,0.0032730248751618
IND.10_1,India,0.7038947896789289,0.898574717254822,0.638,0.838,0.899,0.706,0.786,0.04544863910307344,0.06139096840552173,0.30865757929245,0.778882861491356
IND.11_1,India,0.272403825426411,0.499195995801454,0.638,0.838,0.84,0.575,0.684,-0.07920083511116156,0.02871228392516768,0.150203788682365,0.514123947445312
IND.12_1,India,0.470396347507512,0.677381095573661,0.638,0.838,0.86,0.632,0.735,0.11434577334009348,0.2858206937547277,0.193065644922234,0.632198991908568
IND.13_1,India,0.46100562452041305,0.720705200406507,0.638,0.838,0.881,0.653,0.741,-0.24001466824076703,-0.18000018948975585,0.282965225558097,0.614939848068904
IND.15_1,India,0.305217431647757,0.548521073631787,0.638,0.838,0.817,0.521,0.638,-0.0822387947792518,0.1287903986072499,0.151194243648552,0.415918503424944
IND.16_1,India,0.327059094192335,0.581541390238451,0.638,0.838,0.864,0.612,0.708,-0.07386044953038699,0.01372163038051448,0.147914442982355,0.424585726668142
IND.17_1,India,0.583990642978044,0.798943610970118,0.638,0.838,0.921,0.715,0.777,-0.13657914766612503,0.4753460637305968,0.180577855721743,0.442454392919101
IND.18_1,India,0.497839548503346,0.613294484377005,0.638,0.838,0.897,0.671,0.749,-0.04726189987703501,0.8089984135767871,0.0505909578964459,0.228794833301368
IND.19_1,India,0.261088009751157,0.490978448566061,0.638,0.838,0.822,0.529,0.643,-0.12855203876311613,-0.0616939769894021,0.102061667103875,0.343410704485435
IND.20_1,India,0.3694421482220821,0.617772638099574,0.638,0.838,0.861,0.63,0.731,-0.08424202305962829,0.05897300037805628,0.149758744723476,0.466162546735161
IND.21_1,India,0.41458387783086104,0.598758698913701,0.638,0.838,0.863,0.621,0.719,-0.2251163110425115,-0.16386235917152167,0.279001538980643,0.4934790160859
IND.22_1,India,0.31938023022684897,0.807284782929951,0.638,0.838,0.902,0.601,0.667,-0.2256018548382984,-0.1485802217510711,0.240553562967142,0.434071986500073
IND.23_1,India,0.6638917412269809,0.857395480983554,0.638,0.838,0.887,0.64,0.721,-0.2593885428639066,-0.2461774937334434,0.422529069715923,0.560128206238244
IND.24_1,India,0.460985429674745,0.762175837541695,0.638,0.838,0.887,0.622,0.702,-0.2323342603998577,-0.194092248520862,0.261306679792687,0.416830287791999
IND.25_1,India,0.6153685661442401,0.746931822215276,0.638,0.838,0.891,0.681,0.764,4.929925997015098,10.850649025737544,0.471848861905846,1
IND.26_1,India,0.234937529048692,0.488741205939845,0.638,0.838,0.837,0.536,0.641,-0.1547493984014886,-0.03904098419359968,0.126673805112796,0.337896272381899
IND.27_1,India,0.6485409739235161,0.812809714325598,0.638,0.838,0.894,0.68,0.76,0.3981399714086581,1.6425649485574358,0.400584361528183,1
IND.28_1,India,0.516605845819655,0.698219847268214,0.638,0.838,0.9,0.651,0.724,0.04733112208625315,0.23650122513186275,0.162111930196408,0.484538765495952
IND.29_1,India,0.351108752193665,0.566022321021588,0.638,0.838,0.815,0.565,0.694,-0.16112251772262406,-0.09499410891432276,0.0988107649170361,0.436586499118688
IND.30_1,India,0.741421388477432,0.985777126354561,0.638,0.838,0.897,0.657,0.732,-0.2512366176768869,-0.22016241175123744,0.596900392421116,0.829952310031344
IND.31_1,India,0.435813192375331,0.665233864246678,0.638,0.838,0.884,0.638,0.721,-0.03052488620573373,0.2453553051266989,0.103393501408187,0.352195218862262
IND.32_1,India,0.23104192734115095,0.454068385507455,0.638,0.838,0.845,0.586,0.693,-0.04274998859476819,-8.881675801853376e-4,0.107207154729768,0.426917114020112
IND.33_1,India,0.212755052147331,0.501991328670973,0.638,0.838,0.853,0.572,0.67,-0.11698387519143888,0.05489733236190174,0.241375546027705,0.460722138403742
IND.34_1,India,0.29494831769023,0.519437972991057,0.638,0.838,0.813,0.522,0.641,0.01190913886847396,0.5448080692707346,0.110087050583437,0.381746214933755
IND.35_1,India,0.436862529160453,0.620804252046417,0.638,0.838,0.859,0.614,0.715,-0.1833039070047245,-0.10162257685277312,0.221160415039927,0.577631876858064
IND.36_1,India,0.236864415540701,0.537307715745443,0.638,0.838,0.869,0.573,0.659,-0.00814012393779327,0.730609934593509,0.214303064743409,0.463526047210692
KEN.1_1,Kenya,0.29603814259899,0.820749048429622,0.601,0.948,0.948,0.577,0.609,-0.2669922351939749,-0.238682782943876,0.201461828654062,0.360434393401611
KEN.2_1,Kenya,0.210206901591025,1.1474743187798,0.601,0.948,0.948,0.577,0.609,-0.2339989280310983,0.09418078546913128,0.112042484755722,0.211519279882322
KEN.3_1,Kenya,0.319293263903309,0.729572135424493,0.601,0.948,0.945,0.566,0.599,-0.23317789496898103,0.2057590147103331,0.14396625158672,0.229372261286409
KEN.4_1,Kenya,0.24528193043121,0.634192552501469,0.601,0.948,0.945,0.566,0.599,-0.23897345698445183,0.16122261393520984,0.0836783672524049,0.16587697326114
KEN.5_1,Kenya,0.28106874301373,0.505616075893443,0.601,0.948,0.948,0.577,0.609,-0.2612163886313163,-0.14543285088789804,0.131959141741139,0.226523537452229
KEN.6_1,Kenya,0.318897696946066,0.725263739372177,0.601,0.948,0.956,0.582,0.608,-0.2524355681623199,-0.1022188095598978,0.108620274852638,0.157467189944635
KEN.7_1,Kenya,0.33957976709381904,0.662499913550426,0.601,0.948,0.838,0.425,0.507,-0.2679783614220702,-0.2710032460994249,0.0814220801436576,0.135476328270967
KEN.8_1,Kenya,0.323157972174942,0.760260191252467,0.601,0.948,0.935,0.557,0.595,-0.25333998427348464,-0.0823652189175471,0.140103456701519,0.274681928695404
KEN.9_1,Kenya,0.318574852610333,0.457516879106931,0.601,0.948,0.956,0.582,0.608,-0.26834618672705635,-0.295180801699484,0.222361624705221,0.338618108114162
KEN.10_1,Kenya,0.627577027184662,0.911337008617006,0.601,0.948,0.948,0.577,0.609,-0.25752263801276565,-0.26164813454250413,0.160781590410265,0.246069833951254
KEN.11_1,Kenya,0.344166287766618,1.0211075483303,0.601,0.948,0.945,0.566,0.599,-0.21054362030399243,0.3635223094089623,0.167898510343312,0.270539027341216
KEN.12_1,Kenya,0.320399887886132,0.697016165198985,0.601,0.948,0.948,0.577,0.609,-0.22252637061321015,0.06983968990468407,0.177546535088156,0.290022180456572
KEN.13_1,Kenya,0.638594559550041,0.88066018977403,0.601,0.948,0.964,0.615,0.638,0.04982800648346431,0.33382791154412633,0.308283978025456,0.391097085083272
KEN.14_1,Kenya,0.246259509788497,0.502491232608622,0.601,0.948,0.923,0.558,0.605,-0.25094344263921586,-0.19936058414049976,0.0517097655150741,0.126651802135912
KEN.15_1,Kenya,0.465304487689607,0.739715042754989,0.601,0.948,0.964,0.615,0.638,-0.22875196055599625,0.06629834935006508,0.162733343072132,0.213303710755326
KEN.16_1,Kenya,0.315458009159242,0.651829819645144,0.601,0.948,0.935,0.557,0.595,-0.14376377376856267,0.647740882898425,0.193710357664151,0.341966798968205
KEN.17_1,Kenya,0.32768454179414197,0.715587172322564,0.601,0.948,0.935,0.557,0.595,-0.17966561060849678,0.09945819057660588,0.625719091478188,0.855409126937773
KEN.18_1,Kenya,0.232538558314886,0.670896366761504,0.601,0.948,0.956,0.582,0.608,-0.26751759693956106,-0.26566104204110325,0.0749227936502471,0.133878042189027
KEN.19_1,Kenya,0.26799403113064796,0.513572830412083,0.601,0.948,0.923,0.558,0.605,-0.25313627262399196,-0.21438999259848923,0.060570544468156,0.133835064984104
KEN.20_1,Kenya,0.424581622567716,0.653189426586778,0.601,0.948,0.948,0.577,0.609,-0.2593710088263973,-0.24957872313209303,0.188355034563366,0.275197940912401
KEN.21_1,Kenya,0.34426609752887205,0.568369063494913,0.601,0.948,0.923,0.558,0.605,-0.2604384181352848,-0.2869241519529758,0.153513699733632,0.276772602274998
KEN.22_1,Kenya,0.557638838545327,1.24792790445375,0.601,0.948,0.956,0.582,0.608,-0.15118778045037964,-0.10688742636441004,0.166474583656226,0.228570152962683
KEN.23_1,Kenya,0.358929108044389,0.976531119402142,0.601,0.948,0.956,0.582,0.608,-0.2597825007712027,-0.18394396828615728,0.11312086043682,0.181940418568357
KEN.24_1,Kenya,0.09880530017331488,0.300255096376007,0.601,0.948,0.838,0.425,0.507,-0.26851928379684414,-0.211477843252759,0.0029610466604084,0.0050814984960716
KEN.25_1,Kenya,0.103067820006185,0.267953784593861,0.601,0.948,0.956,0.582,0.608,-0.26896870282751545,-0.2974347110532361,0.158735444070218,0.31393328185073
KEN.26_1,Kenya,0.3701201303923839,0.993483644608594,0.601,0.948,0.956,0.582,0.608,-0.2379296082093659,-0.0905821702058981,0.145857978456335,0.196444125029388
KEN.27_1,Kenya,0.21945822499333495,0.468487426154367,0.601,0.948,0.935,0.557,0.595,-0.24167888015870512,0.01486463520808249,0.122640481288443,0.23778469611454
KEN.28_1,Kenya,0.548110404870989,0.720158399942802,0.601,0.948,0.923,0.558,0.605,1.6324562562276783,3.5492574452319237,0.216272443685554,0.289391543454018
KEN.29_1,Kenya,0.445760513473293,0.817825446269612,0.601,0.948,0.964,0.615,0.638,-0.21621720097796565,0.08362171166812991,0.143253520108379,0.21005174480212
KEN.30_1,Kenya,0.764023073907015,0.851380427545433,0.601,0.948,0.963,0.65,0.675,2.452592973977796,5.5301942551257355,1,1
KEN.31_1,Kenya,0.564101390898363,0.818003524200031,0.601,0.948,0.948,0.577,0.609,-0.16970748213427753,-0.02783266655316497,0.512404002012143,0.653137601675526
KEN.32_1,Kenya,0.364414537448415,0.761501796191735,0.601,0.948,0.948,0.577,0.609,-0.2449865425080676,0.04395831241973731,0.3606835190184,0.548701322458859
KEN.33_1,Kenya,0.269235060691778,0.533412819316224,0.601,0.948,0.948,0.577,0.609,-0.26464415835728633,-0.23909236662222272,0.139183822177651,0.257184800955224
KEN.34_1,Kenya,0.212060875670409,0.618579235460532,0.601,0.948,0.935,0.557,0.595,-0.21492620889073907,0.4339556664179512,0.0769140438927267,0.137707724625276
KEN.35_1,Kenya,0.408009831007574,0.781293796867489,0.601,0.948,0.964,0.615,0.638,-0.2392763096871512,-0.11233474431656087,0.0890204887853535,0.153583053368561
KEN.36_1,Kenya,0.6144986416626179,0.953621512758074,0.601,0.948,0.964,0.615,0.638,-0.2173178890628948,-0.08867243814727718,0.225765940724458,0.309232338419272
KEN.37_1,Kenya,0.212428955991198,0.404292315773545,0.601,0.948,0.948,0.577,0.609,-0.26795752268278733,-0.28814536883368047,0.100682907244375,0.20551006019058
KEN.38_1,Kenya,0.313637639958343,0.754145852738895,0.601,0.948,0.935,0.557,0.595,-0.24070685616993465,-0.03515902113878931,0.114143229369243,0.219441848337285
KEN.39_1,Kenya,0.488805401566287,0.726649424717876,0.601,0.948,0.923,0.558,0.605,-0.2643512724322499,-0.28168113770541564,0.148370452597669,0.21833098992
KEN.40_1,Kenya,0.134638032852465,0.6189863517673,0.601,0.948,0.923,0.558,0.605,-0.2686584476367368,-0.29275757081826376,0.0724923221150157,0.188725551633126
KEN.41_1,Kenya,0.369847551185526,0.832993742398372,0.601,0.948,0.956,0.582,0.608,-0.2580606184909091,-0.1657549574689531,0.240872438610312,0.337186512853836
KEN.42_1,Kenya,0.440610655745043,0.802072401248523,0.601,0.948,0.948,0.577,0.609,-0.22402637591872496,0.11674760728142423,0.191564459287002,0.296721254137981
KEN.43_1,Kenya,0.128947853661602,0.680087049803243,0.601,0.948,0.948,0.577,0.609,-0.2685975762103185,-0.28486034723449966,0.207108332054335,0.402434687856924
KEN.44_1,Kenya,0.612310474791263,0.800061051834869,0.601,0.948,0.948,0.577,0.609,-0.2012351205063479,0.03893662354129969,0.628831732531789,0.785726748230977
KEN.45_1,Kenya,0.313834480188129,0.731569446121344,0.601,0.948,0.945,0.566,0.599,-0.1777677207701076,0.8092367254438835,0.0995509385140318,0.182567799282966
KEN.46_1,Kenya,0.217891642147213,0.42138126710628,0.601,0.948,0.838,0.425,0.507,-0.26900522731718446,-0.2745514507207324,0.0693047580083211,0.141097270783566
KEN.47_1,Kenya,0.158273373172032,0.39688527511895,0.601,0.948,0.948,0.577,0.609,-0.26504211585110904,-0.23030207843975803,0.0854587611937128,0.170850410812643
LSO.1_1,Lesotho,0.8572573872643341,1.21700207292551,0.521,0.999,1.006,0.55,0.546,-0.2307642437972655,-0.18042917966193353,0.187777698392492,0.161488774055099
LSO.2_1,Lesotho,0.7851288723011101,1.12498242903036,0.521,0.999,1,0.527,0.527,-0.25364855680239434,-0.2502277953304105,0.135566447639835,0.119586932246408
LSO.3_1,Lesotho,0.765705983774986,1.08841534962075,0.521,0.999,0.983,0.515,0.524,-0.24526077110912411,-0.2177301262972956,0.252277209238448,0.210157528546611
LSO.4_1,Lesotho,0.745677742090341,1.08765431521423,0.521,0.999,1.005,0.501,0.499,-0.2589633155328868,-0.24510198667860428,0.175041577497658,0.143002966409959
LSO.5_1,Lesotho,0.86199922262375,1.11877577802887,0.521,0.999,0.981,0.55,0.561,-0.21081841542535304,-0.19870088856020923,1,1
LSO.6_1,Lesotho,0.7749709659984729,1.2666258232221,0.521,0.999,1.003,0.51,0.509,-0.26506626202332395,-0.2619762308354527,0.229286774451488,0.180108203654912
LSO.7_1,Lesotho,0.713703537018226,1.36849597053582,0.521,0.999,1.044,0.46,0.441,-0.2620950296293093,-0.27816448673405525,0.19964072215056,0.196632314815007
LSO.8_1,Lesotho,0.686918505830418,1.10248560936847,0.521,0.999,1,0.484,0.484,-0.2666359015309619,-0.2739356862166799,0.270453569326626,0.23999413897543
LSO.9_1,Lesotho,0.810505578371105,1.31317670279226,0.521,0.999,1.001,0.464,0.464,-0.2669386793218856,-0.26704497302131636,0.116615537457622,0.10007454368042
LSO.10_1,Lesotho,0.567288218386325,1.29415495679682,0.521,0.999,1.054,0.453,0.429,-0.26727951131947186,-0.27917914125334936,0.111930601088239,0.0858080323026408
LBR.1_1,Liberia,0.105249688975036,0.806218935889373,0.485,0.853,0.858,0.408,0.476,-0.26674003806813057,-0.24094877401685477,0.0601638435404665,0.115451429152606
LBR.2_1,Liberia,0.117046532524589,0.606895281629253,0.485,0.853,0.845,0.395,0.468,-0.2684194074279845,-0.26395103762634065,0.0384210009251553,0.0638969477441683
LBR.3_1,Liberia,0.0426019496309062,0.433060675135301,0.485,0.853,0.81,0.354,0.437,-0.2692524846064211,-0.291863726758334,0.010242053155653,0.0105010350707461
LBR.5_1,Liberia,0.112878928818875,0.475358227161137,0.485,0.853,0.838,0.383,0.456,-0.267072290716567,-0.27330898211283594,0.0626890281892177,0.106512680398746
LBR.4_1,Liberia,0.0715502831620499,0.622680068239913,0.485,0.853,0.86,0.374,0.435,-0.2682054294512672,-0.2739535080383334,0.0119308841532567,0.0331508723966313
LBR.6_1,Liberia,0.160723548401238,0.827141673077384,0.485,0.853,0.84,0.421,0.501,-0.26905607461161146,-0.2877874443380576,0.0345641858727706,0.0555150986038105
LBR.7_1,Liberia,0.0549426493891926,0.369115133411596,0.485,0.853,0.798,0.376,0.471,-0.2692524846064211,-0.2873515380831654,0.01814269489994,0.0245289673954051
LBR.8_1,Liberia,0.0380583553430153,0.286203298306548,0.485,0.853,0.833,0.39,0.468,-0.2691644453710836,-0.2742667528371625,0.0140069007518186,0.0294148315165615
LBR.9_1,Liberia,0.179604464390838,0.425505448884137,0.485,0.853,0.842,0.435,0.517,-0.2545063075592587,-0.2061740149845405,0.0295192397056914,0.0476390930234086
LBR.10_1,Liberia,0.180973286613101,0.662459048831048,0.485,0.853,0.866,0.432,0.499,-0.26700088964998325,-0.2337821563788401,0.0793914962781021,0.109297110470858
LBR.11_1,Liberia,0.409419962879978,0.644250946353484,0.485,0.853,0.901,0.52,0.577,-0.20359027182385797,0.3812005026356991,0.452739746068987,0.619495313338727
LBR.12_1,Liberia,0.057190460744528,0.590156085123897,0.485,0.853,0.87,0.446,0.512,-0.2681142723546593,-0.26113403216630143,0.0157035529011966,0.0340825077316383
LBR.14_1,Liberia,0.0789029609289068,0.484812937473779,0.485,0.853,0.832,0.407,0.489,-0.26875581943571925,-0.2875252442714045,0.0300051536711798,0.0487976094373388
LBR.13_1,Liberia,0.0454857034522881,0.449728482072802,0.485,0.853,0.82,0.386,0.47,-0.2692524846064211,-0.28663466603337895,0.0123250734245502,0.0161770543269404
LBR.15_1,Liberia,0.130649834597876,0.466431028750912,0.485,0.853,0.817,0.403,0.493,-0.2691405971024196,-0.290590493018773,0.0305031742761929,0.0489170771757876
MDG.1_1,Madagascar,0.201353032646736,0.738959521687918,0.484,0.945,0.962247871836866,0.556765374377375,0.57682013305333,-0.26393146489017183,-0.187055327767087,0.366181422984129,0.510497036777823
MDG.2_1,Madagascar,0.1855818248471,0.887924487127411,0.484,0.945,0.955,0.509,0.533,-0.267722048537922,-0.26081451418861845,0.0982282921288244,0.12182519173482
MDG.3_1,Madagascar,0.0740377759417832,0.786071858558157,0.484,0.945,0.93710605073505,0.439207631294845,0.468401718519818,-0.26894363437721774,-0.2524937353695539,0.0193050606396925,0.0281434102475055
MDG.4_1,Madagascar,0.0892416982766685,0.833123455228711,0.484,0.945,0.951694394184255,0.48546781950108,0.510144220310964,-0.2688429924548791,-0.2803740639930147,0.0333970521243674,0.047035942825162
MDG.5_1,Madagascar,0.14209549605795002,0.723886708754915,0.484,0.945,0.950485547966413,0.508314279845889,0.535022083697093,-0.2669436562729864,-0.25761607587316654,0.0117867849307608,0.0149690745162318
MDG.6_1,Madagascar,0.0704973335766706,0.654929445729212,0.484,0.945,0.963252426694179,0.403139880278061,0.419128935387111,-0.2687477835871091,-0.2775019585388327,0.0232112073114384,0.0336081364939508
MWI.1_1,Malawi,0.0333156453102008,0.200383404984608,0.498,0.919,0.939,0.459,0.489,-0.260667111301325,-0.151435161831343,0.006963266391951,0.0179602808329201
MWI.2_1,Malawi,0.108626262482332,0.36491867961616,0.498,0.919,0.975,0.546,0.56,-0.08446121491544546,0.18745333885346313,0.0371206603205185,0.0820305188949656
MWI.3_1,Malawi,0.0406103836010773,0.289167586772561,0.498,0.919,0.939,0.459,0.489,-0.263440534859676,-0.21148946227744916,0.0016186013373976,0.0049107688416176
MWI.4_1,Malawi,0.0279736726334544,0.260845670328331,0.498,0.919,0.939,0.459,0.489,-0.2550184918552934,0.07118447861306046,0.0032434449987799,0.0095498693183052
MWI.5_1,Malawi,0.0336369943057787,0.297470908368501,0.498,0.919,0.951,0.513,0.539,-0.2684223372782552,-0.25446068584751363,0.0083169531612039,0.0233389285031274
MWI.6_1,Malawi,0.0160140837151351,0.40393037257019,0.498,0.919,0.949,0.452,0.477,-0.2664971676534487,-0.17545554763417823,0.0023794871974161,0.0070843758874158
MWI.7_1,Malawi,0.0238793204898516,0.245343598067548,0.498,0.919,0.949,0.452,0.477,-0.26446565725148885,-0.10693011500380212,0.0019237254574042,0.0059473470169403
MWI.8_1,Malawi,0.0433778096761958,0.209906340700409,0.498,0.919,0.951,0.513,0.539,-0.26721574793760683,-0.2691127251693896,0.0055390659145428,0.0148302022100809
MWI.9_1,Malawi,0.0392826143024324,0.39767987033168,0.498,0.919,0.969,0.492,0.508,-0.2658386328641189,-0.2188894890594155,0.004576470771328,0.0112340003350449
MWI.10_1,Malawi,0.0793666417810644,0.295562148970616,0.498,0.919,0.905,0.519,0.5685,-0.2692524846064211,-0.04753763303932994,0.0166576970904566,0.0280121009771598
MWI.11_1,Malawi,0.13116371120688,0.458489134016079,0.498,0.919,0.958,0.491,0.513,-0.20738105738225365,0.04138095927480548,0.0256561322869021,0.0555485378634328
MWI.12_1,Malawi,0.0161011068289725,0.186183081663673,0.498,0.919,0.932,0.44,0.472,-0.2648829470556041,-0.16643282181093516,0.002260080336463,0.0070349084800404
MWI.13_1,Malawi,0.0135866926377151,0.0895811595188917,0.498,0.919,0.942,0.441,0.468,-0.2642313441416061,-0.21024564241502633,0.0029792778824368,0.0089855761015336
MWI.14_1,Malawi,0.0142033335051056,0.169232351299732,0.498,0.919,0.949,0.452,0.477,-0.2640431349378712,-0.14248533503335933,0.0052834426481422,0.0122632058456145
MWI.15_1,Malawi,0.0161400661994222,0.216317574992351,0.498,0.919,0.937,0.452,0.483,-0.2600397337631381,-0.04033573372286122,0.0019059107909748,0.0068608682186675
MWI.16_1,Malawi,0.0363719918514381,0.293295678933988,0.498,0.919,0.939,0.459,0.489,-0.26145010010600017,-0.16429210016177215,0.004945782401449,0.013885809231571
MWI.17_1,Malawi,0.0734122946669964,0.311461976699699,0.498,0.919,0.955,0.514,0.538,-0.262759166219786,-0.21351723571685305,0.0131685073996652,0.0300885279638458
MWI.18_1,Malawi,0.02721790657858529,0.26077351308355,0.498,0.919,0.939,0.459,0.489,-0.2552299568735753,-0.22644157134096157,0.0058902246047996,0.0161033154985109
MWI.19_1,Malawi,0.069340624903197,0.237931606735461,0.498,0.919,0.951,0.513,0.539,-0.2687215085743922,-0.28168801528000387,0.0032877158627658,0.0101085716870802
MWI.20_1,Malawi,0.0415282666690472,0.23321748050261,0.498,0.919,0.949,0.452,0.477,-0.2672763012328317,-0.2616315830106786,0.0052341943275493,0.0127782881498182
MWI.21_1,Malawi,0.0356095033215911,0.274551047688346,0.498,0.919,0.939,0.459,0.489,-0.26521077269121013,-0.17704255593737853,0.0017558672763844,0.0061747420119955
MWI.22_1,Malawi,0.02589628658677619,0.212713184507783,0.498,0.919,0.949,0.452,0.477,-0.2655891707984201,-0.1533410846233526,0.0024093479241584,0.0077674649603527
MWI.23_1,Malawi,0.0170980289123362,0.175236955308225,0.498,0.919,0.949,0.452,0.477,-0.26733220882746417,-0.1664656280490543,0.0026565979005932,0.0073389749598419
MWI.24_1,Malawi,0.00599508874860364,0.106969757574916,0.498,0.919,0.939,0.459,0.489,-0.2661476406226423,-0.08148996940743222,0.0014631039190156,0.0050119807717813
