_submission__uuid,gender,age_class,hh_size,age_u5,age_5_18,age_18plus,age_u5_count,age_5_18_count,age_18plus_count,hh_size_categorical,hh_size_categorical_crude,cooking_fuel,material_house,modern_fuel_type,manufactured_material_house,radio,bed,_id,health_zone
d6c5a1a4-ee62-4b5c-8f29-4cf31555b44f,m,"[35,45)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,yes,yes,457427019,Nyemba
d6c5a1a4-ee62-4b5c-8f29-4cf31555b44f,f,"[25,35)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,yes,yes,457427019,Nyemba
65eca83d-17e4-4718-9709-0ca27e87688f,f,"[25,35)",6,2,2,2,2+,2+,2+,"[4,7)","[0,6)",wood,coated_adobe,0,1,no,yes,457427028,Nyemba
65eca83d-17e4-4718-9709-0ca27e87688f,m,"[25,35)",6,2,2,2,2+,2+,2+,"[4,7)","[0,6)",wood,coated_adobe,0,1,no,yes,457427028,Nyemba
68f35e99-576b-4b45-afdc-17d0672ae981,f,"[65,100]",7,0,4,3,0,2+,2+,"[7,10)",7+,charcoal,cement_blocks,1,1,no,yes,457427039,Nyemba
68f35e99-576b-4b45-afdc-17d0672ae981,f,"[45,55)",7,0,4,3,0,2+,2+,"[7,10)",7+,charcoal,cement_blocks,1,1,no,yes,457427039,Nyemba
68f35e99-576b-4b45-afdc-17d0672ae981,m,"[18,25)",7,0,4,3,0,2+,2+,"[7,10)",7+,charcoal,cement_blocks,1,1,no,yes,457427039,Nyemba
dee3f52f-81f8-4c1e-bd99-3916cea840ab,m,"[35,45)",3,1,0,2,1,0,2+,"[0,4)","[0,6)",charcoal,earth,1,0,yes,yes,457428036,Nyemba
dee3f52f-81f8-4c1e-bd99-3916cea840ab,f,"[25,35)",3,1,0,2,1,0,2+,"[0,4)","[0,6)",charcoal,earth,1,0,yes,yes,457428036,Nyemba
8bf770ae-ef3b-4531-b545-62e4f65b3da2,m,"[25,35)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457428052,Nyemba
8bf770ae-ef3b-4531-b545-62e4f65b3da2,f,"[18,25)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457428052,Nyemba
25e8e5cc-fcf6-48fc-a253-48d39b6aac16,m,"[25,35)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,yes,yes,457428068,Nyemba
25e8e5cc-fcf6-48fc-a253-48d39b6aac16,f,"[18,25)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,yes,yes,457428068,Nyemba
2c72615f-e720-4d8d-b66e-8acf35d98f78,f,"[25,35)",10,2,6,2,2+,2+,2+,10+,7+,charcoal,bricks,1,1,no,no,457429228,Nyemba
2c72615f-e720-4d8d-b66e-8acf35d98f78,m,"[25,35)",10,2,6,2,2+,2+,2+,10+,7+,charcoal,bricks,1,1,no,no,457429228,Nyemba
e36293c9-1c95-4456-8ac1-1dfe8fc3e7ff,m,"[65,100]",10,1,6,3,1,2+,2+,10+,7+,charcoal,bricks,1,1,no,yes,457429348,Nyemba
e36293c9-1c95-4456-8ac1-1dfe8fc3e7ff,f,"[55,65)",10,1,6,3,1,2+,2+,10+,7+,charcoal,bricks,1,1,no,yes,457429348,Nyemba
e36293c9-1c95-4456-8ac1-1dfe8fc3e7ff,f,"[18,25)",10,1,6,3,1,2+,2+,10+,7+,charcoal,bricks,1,1,no,yes,457429348,Nyemba
bbcfd990-fe75-4ac8-916c-c16b7c3376b8,f,"[25,35)",5,1,2,2,1,2+,2+,"[4,7)","[0,6)",wood,stone_mud,0,0,no,yes,457429785,Nyunzu
bbcfd990-fe75-4ac8-916c-c16b7c3376b8,m,"[35,45)",5,1,2,2,1,2+,2+,"[4,7)","[0,6)",wood,stone_mud,0,0,no,yes,457429785,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,f,"[35,45)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,m,"[45,55)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,f,"[18,25)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,m,"[18,25)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,m,"[18,25)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,f,"[18,25)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
1b1a15e7-f39c-4ff3-94b0-92ac917639b1,f,"[35,45)",12,2,3,7,2+,2+,2+,10+,7+,wood,bamboo_mud,0,0,no,yes,457429905,Nyunzu
c23da7a0-32b6-4119-8636-29ec2ec1ae23,f,"[45,55)",6,1,4,1,1,2+,1,"[4,7)","[0,6)",wood,wood_mud,0,0,yes,yes,457429923,Nyunzu
94c115d4-740a-4c91-bc3b-c92936310360,f,"[25,35)",6,2,0,4,2+,0,2+,"[4,7)","[0,6)",charcoal,bricks,1,1,yes,yes,457429926,Nyemba
94c115d4-740a-4c91-bc3b-c92936310360,m,"[45,55)",6,2,0,4,2+,0,2+,"[4,7)","[0,6)",charcoal,bricks,1,1,yes,yes,457429926,Nyemba
94c115d4-740a-4c91-bc3b-c92936310360,f,"[18,25)",6,2,0,4,2+,0,2+,"[4,7)","[0,6)",charcoal,bricks,1,1,yes,yes,457429926,Nyemba
94c115d4-740a-4c91-bc3b-c92936310360,m,"[18,25)",6,2,0,4,2+,0,2+,"[4,7)","[0,6)",charcoal,bricks,1,1,yes,yes,457429926,Nyemba
fa0aefce-5ed8-4428-b585-97b2bbd87f85,m,"[35,45)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",wood,coated_adobe,0,1,no,yes,457429952,Nyunzu
fa0aefce-5ed8-4428-b585-97b2bbd87f85,f,"[25,35)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",wood,coated_adobe,0,1,no,yes,457429952,Nyunzu
ec1d2fc1-ba38-4427-97f9-d836ac30785a,m,"[25,35)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,wood_mud,1,0,no,yes,457429967,Nyunzu
ec1d2fc1-ba38-4427-97f9-d836ac30785a,f,"[25,35)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,wood_mud,1,0,no,yes,457429967,Nyunzu
ec1d2fc1-ba38-4427-97f9-d836ac30785a,f,"[18,25)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,wood_mud,1,0,no,yes,457429967,Nyunzu
ec1d2fc1-ba38-4427-97f9-d836ac30785a,m,"[18,25)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,wood_mud,1,0,no,yes,457429967,Nyunzu
3e3d165a-8411-4d1e-bc86-2c2e833d485b,f,"[18,25)",4,2,0,2,2+,0,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457430024,Nyunzu
3e3d165a-8411-4d1e-bc86-2c2e833d485b,m,"[25,35)",4,2,0,2,2+,0,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457430024,Nyunzu
2c1f4623-0643-4cd9-93aa-8ac98fd26e28,f,"[18,25)",6,1,3,2,1,2+,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457430037,Nyunzu
2c1f4623-0643-4cd9-93aa-8ac98fd26e28,m,"[35,45)",6,1,3,2,1,2+,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457430037,Nyunzu
61f0344c-ba92-4c87-bec9-1a28c1da00af,f,"[35,45)",7,0,5,2,0,2+,2+,"[7,10)",7+,charcoal,wood_mud,1,0,no,yes,457430110,Nyunzu
61f0344c-ba92-4c87-bec9-1a28c1da00af,m,"[35,45)",7,0,5,2,0,2+,2+,"[7,10)",7+,charcoal,wood_mud,1,0,no,yes,457430110,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,m,"[45,55)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,f,"[35,45)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,m,"[25,35)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,f,"[25,35)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,m,"[18,25)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,f,"[18,25)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,m,"[18,25)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
c1c74e1f-1935-4a1b-ae6f-565134047773,m,"[18,25)",12,0,4,8,0,2+,2+,10+,7+,wood,wood_mud,0,0,no,yes,457430109,Nyunzu
228a3b3a-9cfe-444a-92d3-76989b340f80,m,"[25,35)",2,0,0,2,0,0,2+,"[0,4)","[0,6)",charcoal,bricks,1,1,yes,yes,457430181,Nyunzu
228a3b3a-9cfe-444a-92d3-76989b340f80,f,"[18,25)",2,0,0,2,0,0,2+,"[0,4)","[0,6)",charcoal,bricks,1,1,yes,yes,457430181,Nyunzu
ceb08b38-56cb-4895-8c7c-a575636b57bc,f,"[25,35)",7,1,5,1,1,2+,1,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430227,Nyunzu
278795a6-4741-47e1-a50c-19d34a56b915,m,"[45,55)",3,0,0,3,0,0,2+,"[0,4)","[0,6)",wood,wood_mud,0,0,no,yes,457430465,Nyunzu
278795a6-4741-47e1-a50c-19d34a56b915,f,"[45,55)",3,0,0,3,0,0,2+,"[0,4)","[0,6)",wood,wood_mud,0,0,no,yes,457430465,Nyunzu
278795a6-4741-47e1-a50c-19d34a56b915,m,"[18,25)",3,0,0,3,0,0,2+,"[0,4)","[0,6)",wood,wood_mud,0,0,no,yes,457430465,Nyunzu
e53fefcd-0c08-4b77-9973-542d65e1c9cf,f,"[45,55)",9,2,1,6,2+,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430573,Nyunzu
e53fefcd-0c08-4b77-9973-542d65e1c9cf,m,"[55,65)",9,2,1,6,2+,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430573,Nyunzu
e53fefcd-0c08-4b77-9973-542d65e1c9cf,f,"[35,45)",9,2,1,6,2+,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430573,Nyunzu
e53fefcd-0c08-4b77-9973-542d65e1c9cf,f,"[25,35)",9,2,1,6,2+,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430573,Nyunzu
e53fefcd-0c08-4b77-9973-542d65e1c9cf,f,"[18,25)",9,2,1,6,2+,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430573,Nyunzu
e53fefcd-0c08-4b77-9973-542d65e1c9cf,m,"[18,25)",9,2,1,6,2+,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,no,457430573,Nyunzu
e9471a36-0f1f-4f27-b578-77dd878594b0,f,"[35,45)",10,1,5,4,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457430672,Nyunzu
e9471a36-0f1f-4f27-b578-77dd878594b0,m,"[35,45)",10,1,5,4,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457430672,Nyunzu
e9471a36-0f1f-4f27-b578-77dd878594b0,m,"[18,25)",10,1,5,4,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457430672,Nyunzu
e9471a36-0f1f-4f27-b578-77dd878594b0,m,"[18,25)",10,1,5,4,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457430672,Nyunzu
d22d7d59-dbb8-4188-8301-fd06ac6f6d4e,f,"[18,25)",2,0,0,2,0,0,2+,"[0,4)","[0,6)",charcoal,wood_mud,1,0,no,yes,457430720,Nyunzu
d22d7d59-dbb8-4188-8301-fd06ac6f6d4e,m,"[18,25)",2,0,0,2,0,0,2+,"[0,4)","[0,6)",charcoal,wood_mud,1,0,no,yes,457430720,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,m,"[55,65)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,f,"[45,55)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,m,"[25,35)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,m,"[18,25)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,f,"[35,45)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,f,"[18,25)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,f,"[18,25)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
0a6e2d1c-1b29-4239-9fbf-59e370debe23,m,"[25,35)",14,0,6,8,0,2+,2+,10+,7+,wood,coated_adobe,0,1,yes,yes,457430823,Nyunzu
87cc4103-4d28-44ad-8842-11b3879e3fda,f,"[45,55)",5,0,2,3,0,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,no,457430901,Nyunzu
87cc4103-4d28-44ad-8842-11b3879e3fda,m,"[55,65)",5,0,2,3,0,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,no,457430901,Nyunzu
87cc4103-4d28-44ad-8842-11b3879e3fda,m,"[18,25)",5,0,2,3,0,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,no,457430901,Nyunzu
b618ed88-d1c7-4022-87f0-8fe08a4e80ed,f,"[18,25)",5,1,2,2,1,2+,2+,"[4,7)","[0,6)",charcoal,earth,1,0,no,yes,457436896,Nyemba
b618ed88-d1c7-4022-87f0-8fe08a4e80ed,m,"[25,35)",5,1,2,2,1,2+,2+,"[4,7)","[0,6)",charcoal,earth,1,0,no,yes,457436896,Nyemba
031aadc4-bc8e-4ad5-b59a-5a63b80e2166,f,"[18,25)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457437003,Nyemba
031aadc4-bc8e-4ad5-b59a-5a63b80e2166,m,"[18,25)",4,1,1,2,1,1,2+,"[4,7)","[0,6)",charcoal,coated_adobe,1,1,no,yes,457437003,Nyemba
122e916c-f38b-41fc-997a-c07d801871a7,f,"[45,55)",4,0,3,1,0,2+,1,"[4,7)","[0,6)",charcoal,earth,1,0,no,no,457437097,Nyemba
593280dc-18f5-4a7f-99f8-4244664e63f0,f,"[25,35)",8,3,3,2,2+,2+,2+,"[7,10)",7+,charcoal,coated_adobe,1,1,no,yes,457437101,Nyemba
593280dc-18f5-4a7f-99f8-4244664e63f0,m,"[25,35)",8,3,3,2,2+,2+,2+,"[7,10)",7+,charcoal,coated_adobe,1,1,no,yes,457437101,Nyemba
92d692d6-3f6c-4fc1-8ea0-b9a46bd5251c,f,"[25,35)",7,1,3,3,1,2+,2+,"[7,10)",7+,charcoal,cement,1,1,yes,yes,457437122,Nyemba
92d692d6-3f6c-4fc1-8ea0-b9a46bd5251c,m,"[35,45)",7,1,3,3,1,2+,2+,"[7,10)",7+,charcoal,cement,1,1,yes,yes,457437122,Nyemba
92d692d6-3f6c-4fc1-8ea0-b9a46bd5251c,f,"[25,35)",7,1,3,3,1,2+,2+,"[7,10)",7+,charcoal,cement,1,1,yes,yes,457437122,Nyemba
70487d42-33ef-4c2f-968d-41007e83f8da,m,"[18,25)",5,1,1,3,1,1,2+,"[4,7)","[0,6)",charcoal,earth,1,0,no,yes,457437200,Nyemba
70487d42-33ef-4c2f-968d-41007e83f8da,f,"[18,25)",5,1,1,3,1,1,2+,"[4,7)","[0,6)",charcoal,earth,1,0,no,yes,457437200,Nyemba
70487d42-33ef-4c2f-968d-41007e83f8da,f,"[18,25)",5,1,1,3,1,1,2+,"[4,7)","[0,6)",charcoal,earth,1,0,no,yes,457437200,Nyemba
9a1101cd-ecea-4f5d-94a5-7cd7ef50d3a8,m,"[18,25)",7,2,2,3,2+,2+,2+,"[7,10)",7+,charcoal,coated_adobe,1,1,yes,yes,457437202,Nyemba
9a1101cd-ecea-4f5d-94a5-7cd7ef50d3a8,m,"[45,55)",7,2,2,3,2+,2+,2+,"[7,10)",7+,charcoal,coated_adobe,1,1,yes,yes,457437202,Nyemba
9a1101cd-ecea-4f5d-94a5-7cd7ef50d3a8,f,"[25,35)",7,2,2,3,2+,2+,2+,"[7,10)",7+,charcoal,coated_adobe,1,1,yes,yes,457437202,Nyemba
9a36e8e4-0506-40ab-a3d6-357319f0a86f,f,"[18,25)",4,2,1,1,2+,1,1,"[4,7)","[0,6)",charcoal,bricks,1,1,no,no,457437203,Nyemba
2a667122-4d8d-417d-a5b4-cf2b418337d0,f,"[35,45)",10,2,6,2,2+,2+,2+,10+,7+,charcoal,coated_adobe,1,1,no,yes,457437217,Nyemba
2a667122-4d8d-417d-a5b4-cf2b418337d0,m,"[45,55)",10,2,6,2,2+,2+,2+,10+,7+,charcoal,coated_adobe,1,1,no,yes,457437217,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,m,"[45,55)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,f,"[35,45)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,m,"[18,25)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,f,"[18,25)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,m,"[18,25)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,f,"[25,35)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
a744d488-9094-4bda-9e05-3c6fc23e7b1d,m,"[25,35)",10,2,1,7,2+,1,2+,10+,7+,charcoal,coated_adobe,1,1,yes,yes,457437233,Nyemba
d9447e05-68a6-481a-878b-c7f6a7658ac3,f,"[18,25)",2,0,0,2,0,0,2+,"[0,4)","[0,6)",charcoal,cement_blocks,1,1,no,yes,457437305,Nyemba
d9447e05-68a6-481a-878b-c7f6a7658ac3,m,"[25,35)",2,0,0,2,0,0,2+,"[0,4)","[0,6)",charcoal,cement_blocks,1,1,no,yes,457437305,Nyemba
ef3615b2-4616-45bc-846f-f1272185013e,f,"[25,35)",9,0,6,3,0,2+,2+,"[7,10)",7+,charcoal,bricks,1,1,no,yes,457437580,Nyemba
ef3615b2-4616-45bc-846f-f1272185013e,f,"[18,25)",9,0,6,3,0,2+,2+,"[7,10)",7+,charcoal,bricks,1,1,no,yes,457437580,Nyemba
ef3615b2-4616-45bc-846f-f1272185013e,m,"[18,25)",9,0,6,3,0,2+,2+,"[7,10)",7+,charcoal,bricks,1,1,no,yes,457437580,Nyemba
72eb91eb-bd0d-40d6-bae1-293eb151511f,f,"[25,35)",5,1,2,2,1,2+,2+,"[4,7)","[0,6)",wood,stone_mud,0,0,no,yes,457437605,Nyemba
72eb91eb-bd0d-40d6-bae1-293eb151511f,m,"[35,45)",5,1,2,2,1,2+,2+,"[4,7)","[0,6)",wood,stone_mud,0,0,no,yes,457437605,Nyemba
f9dea7c6-bd6f-4311-876c-11397c44183e,f,"[25,35)",5,1,3,1,1,2+,1,"[4,7)","[0,6)",charcoal,stone_mud,1,0,no,yes,457437721,Nyemba
5f188b4a-11ea-4808-a384-cd65ba049ca9,f,"[18,25)",6,1,2,3,1,2+,2+,"[4,7)","[0,6)",charcoal,stone_mud,1,0,yes,yes,457437736,Nyemba
5f188b4a-11ea-4808-a384-cd65ba049ca9,m,"[18,25)",6,1,2,3,1,2+,2+,"[4,7)","[0,6)",charcoal,stone_mud,1,0,yes,yes,457437736,Nyemba
5f188b4a-11ea-4808-a384-cd65ba049ca9,m,"[18,25)",6,1,2,3,1,2+,2+,"[4,7)","[0,6)",charcoal,stone_mud,1,0,yes,yes,457437736,Nyemba
7e2c2005-1a86-4c48-a7aa-c79bb373689f,f,"[18,25)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,stone_mud,1,0,no,yes,457437751,Nyemba
7e2c2005-1a86-4c48-a7aa-c79bb373689f,m,"[25,35)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,stone_mud,1,0,no,yes,457437751,Nyemba
7e2c2005-1a86-4c48-a7aa-c79bb373689f,f,"[25,35)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,stone_mud,1,0,no,yes,457437751,Nyemba
7e2c2005-1a86-4c48-a7aa-c79bb373689f,f,"[18,25)",8,2,2,4,2+,2+,2+,"[7,10)",7+,charcoal,stone_mud,1,0,no,yes,457437751,Nyemba
ffd0a8ab-122a-4d78-84e4-f7bedf2fd3f5,f,"[45,55)",7,0,2,5,0,2+,2+,"[7,10)",7+,wood,bricks,0,1,yes,yes,457455490,Nyunzu
ffd0a8ab-122a-4d78-84e4-f7bedf2fd3f5,m,"[45,55)",7,0,2,5,0,2+,2+,"[7,10)",7+,wood,bricks,0,1,yes,yes,457455490,Nyunzu
ffd0a8ab-122a-4d78-84e4-f7bedf2fd3f5,m,"[25,35)",7,0,2,5,0,2+,2+,"[7,10)",7+,wood,bricks,0,1,yes,yes,457455490,Nyunzu
ffd0a8ab-122a-4d78-84e4-f7bedf2fd3f5,m,"[18,25)",7,0,2,5,0,2+,2+,"[7,10)",7+,wood,bricks,0,1,yes,yes,457455490,Nyunzu
ffd0a8ab-122a-4d78-84e4-f7bedf2fd3f5,m,"[18,25)",7,0,2,5,0,2+,2+,"[7,10)",7+,wood,bricks,0,1,yes,yes,457455490,Nyunzu
a17e89d1-59fd-4dfe-bef6-8cf97dd6fcc8,f,"[35,45)",10,1,3,6,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455560,Nyunzu
a17e89d1-59fd-4dfe-bef6-8cf97dd6fcc8,m,"[45,55)",10,1,3,6,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455560,Nyunzu
a17e89d1-59fd-4dfe-bef6-8cf97dd6fcc8,f,"[18,25)",10,1,3,6,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455560,Nyunzu
a17e89d1-59fd-4dfe-bef6-8cf97dd6fcc8,f,"[18,25)",10,1,3,6,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455560,Nyunzu
a17e89d1-59fd-4dfe-bef6-8cf97dd6fcc8,f,"[18,25)",10,1,3,6,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455560,Nyunzu
a17e89d1-59fd-4dfe-bef6-8cf97dd6fcc8,m,"[45,55)",10,1,3,6,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455560,Nyunzu
005db9fc-b3c8-4939-b0f0-41ee6d6f299a,f,"[18,25)",4,0,2,2,0,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,yes,457455615,Nyunzu
005db9fc-b3c8-4939-b0f0-41ee6d6f299a,m,"[35,45)",4,0,2,2,0,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,yes,457455615,Nyunzu
1f41015d-2e43-4b52-a1cd-54d21161a61f,m,"[35,45)",6,2,2,2,2+,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,yes,457455688,Nyunzu
1f41015d-2e43-4b52-a1cd-54d21161a61f,f,"[25,35)",6,2,2,2,2+,2+,2+,"[4,7)","[0,6)",wood,wood_mud,0,0,no,yes,457455688,Nyunzu
76101417-845b-4558-9dd4-0cb5435a859c,f,"[18,25)",8,1,1,6,1,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,yes,457455729,Nyunzu
76101417-845b-4558-9dd4-0cb5435a859c,m,"[25,35)",8,1,1,6,1,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,yes,457455729,Nyunzu
76101417-845b-4558-9dd4-0cb5435a859c,m,"[18,25)",8,1,1,6,1,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,yes,457455729,Nyunzu
76101417-845b-4558-9dd4-0cb5435a859c,f,"[55,65)",8,1,1,6,1,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,yes,457455729,Nyunzu
76101417-845b-4558-9dd4-0cb5435a859c,m,"[18,25)",8,1,1,6,1,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,yes,457455729,Nyunzu
76101417-845b-4558-9dd4-0cb5435a859c,m,"[18,25)",8,1,1,6,1,1,2+,"[7,10)",7+,wood,wood_mud,0,0,no,yes,457455729,Nyunzu
c7db0ca3-31df-4809-8d58-542f854b0934,f,"[35,45)",12,1,7,4,1,2+,2+,10+,7+,wood,bricks,0,1,no,yes,457455770,Nyunzu
c7db0ca3-31df-4809-8d58-542f854b0934,m,"[35,45)",12,1,7,4,1,2+,2+,10+,7+,wood,bricks,0,1,no,yes,457455770,Nyunzu
c7db0ca3-31df-4809-8d58-542f854b0934,m,"[18,25)",12,1,7,4,1,2+,2+,10+,7+,wood,bricks,0,1,no,yes,457455770,Nyunzu
c7db0ca3-31df-4809-8d58-542f854b0934,f,"[18,25)",12,1,7,4,1,2+,2+,10+,7+,wood,bricks,0,1,no,yes,457455770,Nyunzu
e9d4a0cc-e661-4960-99a9-9b31e8943c38,f,"[35,45)",19,1,5,13,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455815,Nyunzu
e9d4a0cc-e661-4960-99a9-9b31e8943c38,m,"[35,45)",19,1,5,13,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455815,Nyunzu
e9d4a0cc-e661-4960-99a9-9b31e8943c38,m,"[25,35)",19,1,5,13,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455815,Nyunzu
e9d4a0cc-e661-4960-99a9-9b31e8943c38,f,"[18,25)",19,1,5,13,1,2+,2+,10+,7+,charcoal,bricks,1,1,yes,yes,457455815,Nyunzu
